trip_id,rider_id,driver_id,vehicle_id,start_time,end_time,start_location,end_location,distance_km,fare
773,123,26,12,2023-01-13 10:58:41,2023-01-13 11:29:41,Downtown,Hospital,41.39,72.34
774,349,86,45,2023-06-21 07:40:57,2023-06-21 07:51:57,Hotel District,Suburb,41.86,68.04
775,86,93,22,2023-02-04 04:27:09,2023-02-04 04:58:09,Park,Airport,41.15,71.97
776,166,72,81,2023-05-28 05:25:19,2023-05-28 06:09:19,Shopping Mall,City Center,28.0,55.5
777,481,55,35,2023-06-30 12:24:06,2023-06-30 12:42:06,Airport,Hospital,17.52,33.28
778,8,52,101,2023-01-10 07:20:56,2023-01-10 07:49:56,Shopping Mall,Beach,12.56,28.59
779,337,36,77,2024-04-29 14:30:50,2024-04-29 14:58:50,Downtown,Airport,44.5,76.25
780,211,39,40,2023-03-21 01:56:34,2023-03-21 02:46:34,Park,Hotel District,49.55,89.32
781,436,73,22,2023-07-15 16:30:17,2023-07-15 16:41:17,Business District,Hospital,49.11,78.91
782,357,50,87,2024-12-19 02:55:28,2024-12-19 03:49:28,Restaurant District,Train Station,17.94,42.91
783,326,98,82,2024-10-23 10:07:15,2024-10-23 10:54:15,Beach,Airport,18.09,41.38
784,312,75,52,2023-10-24 23:55:10,2023-10-25 00:32:10,Residential Area,Restaurant District,13.16,31.49
785,301,91,105,2023-06-30 16:05:18,2023-06-30 16:11:18,Business District,Hotel District,45.05,71.57
786,159,31,95,2023-11-29 19:46:45,2023-11-29 20:39:45,Shopping Mall,Business District,5.81,24.46
787,71,48,64,2023-08-19 09:17:57,2023-08-19 09:34:57,Train Station,Stadium,11.81,24.46
788,20,31,119,2024-07-17 08:43:44,2024-07-17 09:26:44,Beach,Restaurant District,44.11,79.41
789,69,36,62,2024-05-14 21:36:43,2024-05-14 22:31:43,Hotel District,Downtown,27.0,56.75
790,213,83,94,2024-08-05 23:16:59,2024-08-05 23:22:59,Shopping Mall,Suburb,37.18,59.77
791,176,32,27,2024-02-23 21:29:59,2024-02-23 21:37:59,City Center,Residential Area,49.44,78.66
792,411,88,42,2024-04-17 07:07:10,2024-04-17 08:07:10,Stadium,Park,17.44,43.66
793,227,81,91,2023-02-20 04:32:45,2023-02-20 05:32:45,Beach,Airport,47.78,89.17
794,27,82,5,2024-12-29 18:42:17,2024-12-29 19:00:17,Train Station,Airport,10.34,22.51
795,282,27,64,2024-01-30 03:04:45,2024-01-30 03:14:45,Stadium,Restaurant District,24.42,41.63
796,85,93,26,2023-07-10 05:43:55,2023-07-10 06:15:55,Train Station,Business District,13.95,31.42
797,147,74,14,2024-05-08 16:30:47,2024-05-08 16:47:47,University,Suburb,39.5,66.0
798,41,47,51,2023-10-21 09:09:51,2023-10-21 09:24:51,Beach,Stadium,26.25,45.62
799,377,56,98,2023-05-02 01:47:06,2023-05-02 02:44:06,Hotel District,Beach,2.95,21.18
800,196,55,35,2024-08-12 10:08:39,2024-08-12 10:32:39,Business District,Park,9.33,22.5
801,373,23,32,2023-10-23 12:06:23,2023-10-23 12:40:23,University,Beach,15.59,34.38
802,288,78,62,2023-02-25 21:03:08,2023-02-25 21:29:08,Train Station,Restaurant District,24.52,45.78
803,80,25,20,2023-01-10 23:14:53,2023-01-11 00:14:53,Park,Restaurant District,36.82,72.73
804,252,52,101,2023-11-03 12:48:12,2023-11-03 13:40:12,Hospital,Stadium,25.5,53.75
805,329,76,10,2023-11-14 12:21:10,2023-11-14 12:28:10,City Center,Airport,20.47,34.95
806,290,21,96,2024-08-15 14:26:05,2024-08-15 14:58:05,University,Hotel District,45.83,79.25
807,370,45,98,2024-05-08 04:52:49,2024-05-08 05:41:49,Hospital,Restaurant District,4.77,21.91
808,198,55,35,2023-07-08 05:47:05,2023-07-08 06:22:05,Downtown,City Center,41.03,72.8
809,324,91,105,2024-06-25 17:48:34,2024-06-25 18:35:34,Residential Area,Train Station,14.54,36.06
810,234,88,42,2023-07-17 12:16:21,2023-07-17 12:36:21,Business District,Residential Area,42.39,71.09
811,7,15,16,2024-05-15 12:26:16,2024-05-15 13:16:16,City Center,Stadium,21.09,46.63
812,301,11,67,2024-12-07 18:40:53,2024-12-07 18:57:53,City Center,Stadium,9.96,21.69
813,219,33,15,2024-01-24 20:43:59,2024-01-24 21:22:59,Residential Area,City Center,20.37,42.8
814,158,94,51,2024-08-07 10:54:46,2024-08-07 11:45:46,Suburb,Airport,7.25,26.12
815,294,100,103,2023-09-25 11:56:50,2023-09-25 12:53:50,Train Station,University,37.94,73.66
816,477,96,31,2024-06-26 22:28:19,2024-06-26 22:52:19,Downtown,Train Station,41.19,70.28
817,1,13,9,2024-08-23 23:37:36,2024-08-24 00:26:36,Stadium,Park,22.01,47.77
818,148,94,51,2023-05-13 12:51:11,2023-05-13 13:07:11,Hospital,Train Station,35.79,60.19
819,102,63,24,2024-01-26 09:23:57,2024-01-26 09:35:57,Beach,Business District,41.09,67.14
820,96,26,8,2024-08-05 11:26:33,2024-08-05 11:42:33,Hotel District,Shopping Mall,14.45,28.17
821,462,53,57,2024-05-01 21:05:44,2024-05-01 21:49:44,Airport,Suburb,32.55,62.32
822,41,38,6,2023-10-21 09:22:13,2023-10-21 09:34:13,University,Airport,18.42,33.13
823,300,31,62,2024-01-12 20:40:41,2024-01-12 21:28:41,Hotel District,Airport,2.46,18.19
824,137,97,1,2024-05-31 18:30:22,2024-05-31 19:12:22,Hotel District,Downtown,6.65,22.98
825,268,1,17,2024-04-13 08:27:09,2024-04-13 09:05:09,Hotel District,University,46.74,82.11
826,243,97,44,2024-04-14 10:18:08,2024-04-14 10:50:08,Hospital,Residential Area,44.73,77.59
827,162,31,47,2024-05-31 13:57:28,2024-05-31 14:27:28,Stadium,Business District,4.75,17.12
828,183,43,12,2023-01-03 09:30:08,2023-01-03 10:04:08,Suburb,Restaurant District,21.29,42.94
829,428,18,23,2024-04-12 12:24:01,2024-04-12 12:36:01,Suburb,Park,15.41,28.62
830,359,97,105,2023-07-13 01:04:38,2023-07-13 01:32:38,Beach,Business District,34.94,61.91
831,446,61,21,2024-05-27 19:32:58,2024-05-27 19:49:58,Downtown,Residential Area,47.96,78.69
832,417,42,69,2024-05-07 06:27:54,2024-05-07 06:55:54,Suburb,Downtown,48.54,82.31
833,377,42,69,2023-07-01 09:50:55,2023-07-01 10:33:55,Beach,Stadium,37.48,69.47
834,407,11,45,2023-11-29 08:56:15,2023-11-29 09:31:15,Residential Area,Suburb,35.58,64.62
835,52,94,51,2023-08-17 06:00:10,2023-08-17 06:43:10,Shopping Mall,Restaurant District,8.87,26.55
836,267,74,14,2023-04-10 07:30:30,2023-04-10 08:06:30,Hotel District,Airport,16.46,36.19
837,345,71,116,2023-05-11 12:43:55,2023-05-11 13:16:55,Airport,Beach,33.81,61.47
838,124,32,28,2023-05-13 09:06:05,2023-05-13 09:59:05,Residential Area,Restaurant District,6.29,25.19
839,223,92,4,2023-05-05 11:00:07,2023-05-05 11:25:07,City Center,Stadium,38.78,66.92
840,113,93,33,2024-06-01 05:53:05,2024-06-01 06:28:05,City Center,Residential Area,7.91,23.12
841,70,69,58,2023-03-12 05:57:23,2023-03-12 06:52:23,Restaurant District,Hospital,43.85,82.03
842,478,74,14,2024-05-15 04:46:45,2024-05-15 05:12:45,Stadium,City Center,36.44,63.66
843,377,93,49,2024-05-22 21:56:44,2024-05-22 22:42:44,Hotel District,Park,48.38,86.57
844,224,30,87,2023-07-21 05:51:40,2023-07-21 06:03:40,University,Airport,7.35,16.52
845,175,95,24,2024-08-01 08:40:51,2024-08-01 08:52:51,Business District,Hospital,8.12,17.68
846,161,49,74,2024-07-26 09:08:42,2024-07-26 09:13:42,University,Downtown,30.32,49.23
847,98,50,55,2023-09-06 06:34:37,2023-09-06 07:28:37,Hospital,Hotel District,34.61,67.91
848,408,17,18,2023-03-24 18:54:20,2023-03-24 19:24:20,Downtown,Park,42.91,74.36
849,162,19,34,2024-10-12 06:50:58,2024-10-12 07:09:58,Beach,Residential Area,23.88,43.07
850,308,37,7,2024-08-03 06:12:23,2024-08-03 06:59:23,Suburb,Hotel District,41.73,76.84
851,18,77,41,2023-08-28 22:09:12,2023-08-28 22:46:12,Restaurant District,Airport,15.13,34.45
852,435,91,105,2024-05-05 04:07:45,2024-05-05 05:05:45,Shopping Mall,Beach,15.99,40.98
853,495,49,8,2024-09-21 07:24:44,2024-09-21 07:50:44,Train Station,Suburb,36.4,63.6
854,435,94,48,2024-06-28 00:32:25,2024-06-28 01:24:25,Downtown,City Center,43.54,80.81
855,92,63,94,2023-11-01 07:49:40,2023-11-01 08:13:40,Suburb,Residential Area,45.79,77.19
856,82,3,71,2023-11-01 16:43:59,2023-11-01 17:09:59,Stadium,Residential Area,24.72,46.08
857,179,97,51,2023-10-31 17:56:40,2023-10-31 18:05:40,Park,Restaurant District,15.59,28.13
858,357,25,95,2023-03-17 14:10:05,2023-03-17 14:23:05,Hospital,Hotel District,39.98,65.72
859,444,7,97,2023-12-22 09:01:26,2023-12-22 09:47:26,Train Station,Business District,8.6,26.9
860,357,62,78,2024-11-27 21:21:26,2024-11-27 21:35:26,Shopping Mall,Hotel District,37.92,62.88
861,377,84,2,2023-10-09 08:22:40,2023-10-09 09:13:40,Suburb,Business District,6.89,25.59
862,403,19,107,2023-11-28 17:55:38,2023-11-28 18:43:38,Suburb,Train Station,46.45,84.18
863,50,46,37,2023-05-20 12:35:58,2023-05-20 12:43:58,Airport,Park,33.2,54.3
864,304,56,20,2024-05-01 23:36:55,2024-05-02 00:27:55,Stadium,Shopping Mall,3.63,20.7
865,124,51,63,2023-08-24 02:32:35,2023-08-24 03:21:35,Business District,Train Station,33.33,64.75
866,193,100,89,2024-09-09 17:56:11,2024-09-09 18:43:11,Residential Area,Airport,39.33,73.25
867,443,84,49,2023-08-02 18:23:55,2023-08-02 19:08:55,Residential Area,Beach,19.63,43.2
868,62,15,16,2023-04-05 19:12:21,2023-04-05 19:48:21,Residential Area,City Center,26.47,51.2
869,12,76,74,2024-03-20 18:36:26,2024-03-20 19:11:26,University,Restaurant District,37.78,67.92
870,407,76,24,2023-10-26 05:31:51,2023-10-26 06:06:51,Residential Area,Restaurant District,22.82,45.48
871,293,17,18,2023-09-10 14:42:27,2023-09-10 14:51:27,Restaurant District,City Center,43.39,69.84
872,276,24,8,2024-09-23 08:57:23,2024-09-23 09:46:23,Downtown,Stadium,28.69,57.79
873,275,68,99,2023-02-19 15:46:21,2023-02-19 16:24:21,Suburb,Business District,27.87,53.8
874,420,84,16,2024-08-08 06:24:40,2024-08-08 07:17:40,Shopping Mall,Residential Area,45.08,83.37
875,93,77,89,2023-05-20 18:16:45,2023-05-20 18:21:45,Park,Beach,40.42,64.38
876,63,6,74,2024-03-22 16:17:14,2024-03-22 16:35:14,Residential Area,Train Station,6.22,16.33
877,132,97,5,2023-03-07 17:15:02,2023-03-07 17:27:02,Park,University,19.45,34.67
878,279,22,100,2024-05-26 04:58:47,2024-05-26 05:03:47,Shopping Mall,University,4.22,10.08
879,485,67,90,2024-05-26 23:35:16,2024-05-27 00:14:16,Beach,Train Station,29.7,56.8
880,356,41,65,2024-04-15 19:52:03,2024-04-15 20:31:03,Park,Shopping Mall,35.02,64.78
881,340,6,74,2023-01-29 12:46:13,2023-01-29 13:03:13,Train Station,University,43.09,71.39
882,111,18,23,2024-04-04 15:38:14,2024-04-04 16:05:14,University,Train Station,37.0,64.75
883,217,10,72,2023-07-22 11:19:25,2023-07-22 11:48:25,Residential Area,City Center,9.84,24.51
884,234,11,33,2024-06-09 11:21:09,2024-06-09 11:53:09,Restaurant District,Train Station,27.72,52.08
885,37,81,91,2024-05-06 18:12:33,2024-05-06 19:01:33,Residential Area,Shopping Mall,36.29,69.19
886,289,85,79,2023-11-22 23:31:22,2023-11-23 00:28:22,Train Station,Hospital,49.64,91.21
887,223,49,4,2024-04-13 20:03:16,2024-04-13 20:23:16,Airport,University,7.98,19.47
888,57,88,42,2023-02-21 05:34:17,2023-02-21 06:00:17,Residential Area,Airport,19.42,38.13
889,171,100,35,2023-04-24 15:46:55,2023-04-24 16:46:55,Hotel District,Shopping Mall,15.14,40.21
890,51,49,29,2023-10-22 02:13:06,2023-10-22 02:24:06,Hotel District,City Center,7.93,17.14
891,270,94,51,2024-04-02 08:31:54,2024-04-02 09:28:54,Hotel District,Beach,6.59,26.63
892,179,90,74,2024-11-03 04:11:40,2024-11-03 04:34:40,Park,University,31.16,54.99
893,460,7,97,2023-09-04 23:52:56,2023-09-05 00:45:56,Stadium,Train Station,18.57,43.61
894,380,87,109,2024-01-06 09:20:58,2024-01-06 10:02:58,Train Station,University,2.46,16.69
895,263,92,20,2024-05-25 17:51:41,2024-05-25 18:04:41,Train Station,Stadium,29.24,49.61
896,137,7,97,2024-07-03 12:48:03,2024-07-03 13:42:03,Shopping Mall,Residential Area,31.22,62.83
897,362,59,13,2023-12-07 22:48:27,2023-12-07 23:15:27,Hotel District,Beach,26.11,48.41
898,142,55,35,2023-08-26 01:06:21,2023-08-26 01:51:21,Suburb,Airport,47.48,84.97
899,209,99,120,2024-10-18 12:31:12,2024-10-18 12:41:12,Residential Area,Airport,5.68,13.52
900,123,12,3,2024-03-22 20:40:50,2024-03-22 20:48:50,Airport,Restaurant District,15.72,28.08
901,476,64,104,2024-11-10 03:07:14,2024-11-10 03:12:14,Stadium,Residential Area,26.42,43.38
902,375,18,28,2024-01-22 15:45:41,2024-01-22 16:22:41,Residential Area,City Center,27.56,53.09
903,64,52,101,2024-04-23 16:24:54,2024-04-23 16:41:54,City Center,Suburb,37.8,63.45
904,366,55,35,2023-07-09 16:42:25,2023-07-09 17:34:25,Residential Area,City Center,41.52,77.78
905,451,68,99,2024-04-16 18:15:48,2024-04-16 18:48:48,Train Station,Residential Area,46.65,80.72
906,392,68,99,2023-05-16 18:46:22,2023-05-16 18:55:22,Hospital,Suburb,8.4,17.35
907,181,7,97,2024-01-20 20:56:09,2024-01-20 21:25:09,Train Station,Hospital,48.55,82.57
908,174,87,83,2024-10-08 00:30:14,2024-10-08 01:09:14,Suburb,Hotel District,43.17,77.0
909,149,39,40,2023-08-17 00:04:34,2023-08-17 00:25:34,Shopping Mall,Downtown,37.43,63.89
910,292,51,28,2024-12-17 23:01:04,2024-12-17 23:25:04,City Center,Residential Area,26.75,48.62
911,458,5,120,2023-12-26 16:00:27,2023-12-26 16:44:27,Suburb,Beach,4.76,20.64
912,4,79,59,2023-09-13 04:38:58,2023-09-13 05:02:58,Hospital,Airport,2.25,11.88
913,456,93,24,2023-11-09 07:05:32,2023-11-09 07:32:32,Downtown,Airport,22.68,43.27
914,102,11,68,2024-02-04 11:35:36,2024-02-04 11:49:36,Stadium,Airport,45.83,74.75
915,4,20,119,2023-07-14 06:50:59,2023-07-14 07:09:59,Beach,Stadium,19.97,37.2
916,187,55,35,2024-02-21 15:43:52,2024-02-21 16:39:52,University,Airport,49.49,90.73
917,337,57,55,2023-04-19 15:26:52,2023-04-19 15:53:52,Restaurant District,Stadium,2.28,12.67
918,453,91,105,2023-03-27 22:57:25,2023-03-27 23:14:25,University,Downtown,8.42,19.38
919,216,96,31,2024-11-30 19:48:59,2024-11-30 19:55:59,Train Station,Residential Area,11.55,21.58
920,246,86,67,2023-04-03 06:26:56,2023-04-03 06:57:56,Beach,Park,25.79,48.94
921,350,92,17,2023-09-10 08:20:44,2023-09-10 09:13:44,Hotel District,City Center,21.19,47.54
922,372,95,118,2023-04-13 01:48:10,2023-04-13 02:00:10,Airport,Hotel District,3.02,10.03
923,80,45,98,2024-08-19 01:05:32,2024-08-19 01:53:32,Shopping Mall,Downtown,34.56,66.34
924,176,55,35,2023-12-04 08:28:13,2023-12-04 09:03:13,University,Beach,5.97,20.2
925,220,32,80,2023-04-29 10:43:34,2023-04-29 11:34:34,Park,Train Station,13.97,36.2
926,393,15,57,2024-06-28 10:45:45,2024-06-28 11:05:45,Residential Area,Suburb,22.6,41.4
927,243,91,105,2024-06-28 14:17:21,2024-06-28 15:08:21,Park,Business District,10.7,31.3
928,438,76,81,2024-05-07 19:30:43,2024-05-07 19:44:43,Shopping Mall,Airport,8.35,18.52
929,20,36,50,2024-12-22 15:38:53,2024-12-22 15:52:53,Stadium,Downtown,31.59,53.38
930,47,7,97,2023-11-13 08:34:11,2023-11-13 09:12:11,University,Restaurant District,32.4,60.6
931,119,29,11,2023-11-27 22:37:46,2023-11-27 23:12:46,Downtown,Park,22.5,45.0
932,27,39,40,2023-07-29 03:06:39,2023-07-29 03:34:39,University,Hospital,36.16,63.74
933,127,41,65,2023-05-22 04:05:45,2023-05-22 04:12:45,Downtown,Residential Area,37.75,60.88
934,109,37,108,2023-08-06 14:32:55,2023-08-06 15:15:55,Airport,Stadium,10.87,29.55
935,486,63,47,2023-09-17 15:28:15,2023-09-17 15:52:15,Airport,Residential Area,2.66,12.49
936,283,99,120,2023-09-15 06:14:03,2023-09-15 06:42:03,Restaurant District,Hotel District,19.35,38.53
937,399,76,68,2024-04-14 16:40:56,2024-04-14 17:08:56,Shopping Mall,Residential Area,15.25,32.38
938,300,50,12,2024-11-20 02:29:28,2024-11-20 02:40:28,Train Station,Residential Area,37.64,61.71
939,62,6,74,2023-05-30 20:25:45,2023-05-30 21:15:45,Beach,City Center,6.73,25.09
940,483,70,71,2023-08-23 03:55:39,2023-08-23 04:46:39,Beach,Hotel District,11.7,32.8
941,370,20,46,2023-04-10 06:57:36,2023-04-10 07:14:36,Stadium,Park,36.16,60.99
942,457,98,82,2024-11-26 02:23:16,2024-11-26 02:51:16,Beach,Residential Area,36.43,64.14
943,467,56,9,2024-01-11 00:25:43,2024-01-11 00:56:43,Park,City Center,47.72,81.83
944,405,3,22,2024-04-10 09:02:01,2024-04-10 09:24:01,Restaurant District,Train Station,15.9,31.85
945,490,73,8,2024-09-09 00:30:35,2024-09-09 01:19:35,Shopping Mall,Restaurant District,41.1,76.4
946,254,88,42,2023-05-09 13:28:59,2023-05-09 14:01:59,Hotel District,Park,20.44,41.41
947,400,50,52,2024-04-16 15:22:15,2024-04-16 15:44:15,Shopping Mall,Train Station,2.17,11.25
948,293,28,104,2024-11-13 20:38:14,2024-11-13 21:33:14,Park,Beach,26.18,55.52
949,369,68,99,2023-08-24 15:58:31,2023-08-24 16:57:31,Shopping Mall,University,36.0,71.25
950,283,16,22,2023-06-23 22:20:51,2023-06-23 22:27:51,Park,Shopping Mall,16.01,28.27
951,328,19,34,2024-12-21 05:09:17,2024-12-21 05:22:17,University,Suburb,39.95,65.68
952,329,32,106,2023-06-13 02:10:08,2023-06-13 02:49:08,Airport,Downtown,33.13,61.95
953,324,78,48,2023-09-10 02:16:18,2023-09-10 02:26:18,Restaurant District,City Center,28.37,47.55
954,370,18,28,2024-11-28 18:11:32,2024-11-28 18:55:32,University,Hospital,49.29,87.44
955,321,2,19,2023-06-20 07:40:04,2023-06-20 08:31:04,University,Train Station,14.29,36.69
956,9,69,58,2024-07-15 06:16:52,2024-07-15 07:08:52,Restaurant District,Stadium,47.39,86.59
957,132,81,91,2024-09-26 11:07:56,2024-09-26 11:40:56,Shopping Mall,Hospital,14.9,33.1
958,298,81,91,2023-05-01 21:22:02,2023-05-01 21:55:02,Shopping Mall,Restaurant District,36.86,66.04
959,189,19,107,2023-03-14 18:31:40,2023-03-14 19:07:40,Train Station,Beach,10.88,27.82
960,442,23,32,2024-03-18 11:11:40,2024-03-18 11:47:40,Restaurant District,Train Station,33.08,61.12
961,11,40,36,2024-11-18 14:18:46,2024-11-18 14:34:46,Suburb,Stadium,34.99,58.98
962,97,9,54,2023-02-25 23:05:05,2023-02-25 23:37:05,Shopping Mall,Beach,45.64,78.96
963,497,52,101,2024-07-16 14:03:34,2024-07-16 14:41:34,Train Station,Restaurant District,38.02,69.03
964,7,78,13,2023-10-21 12:06:10,2023-10-21 12:35:10,Downtown,Airport,41.67,72.25
965,391,83,94,2023-04-13 15:59:45,2023-04-13 16:19:45,Hotel District,Airport,14.85,29.77
966,481,81,91,2024-09-07 11:24:52,2024-09-07 11:29:52,Hotel District,Airport,28.03,45.8
967,419,44,39,2023-06-07 03:32:55,2023-06-07 03:45:55,Beach,Hotel District,29.02,49.28
968,228,21,96,2023-09-15 16:23:09,2023-09-15 16:58:09,Train Station,Shopping Mall,4.68,18.27
969,355,35,47,2023-01-17 11:20:38,2023-01-17 12:17:38,Downtown,Airport,28.14,58.96
970,53,66,114,2024-10-11 17:10:49,2024-10-11 17:41:49,Train Station,Downtown,45.78,78.92
971,13,30,87,2023-10-27 08:03:39,2023-10-27 08:17:39,Hospital,Residential Area,15.77,29.66
972,472,88,42,2024-06-17 10:15:05,2024-06-17 11:05:05,Suburb,City Center,7.4,26.1
973,87,15,16,2023-03-21 00:30:04,2023-03-21 00:53:04,Hospital,Airport,31.55,55.58
974,61,47,119,2024-12-19 05:41:55,2024-12-19 05:51:55,City Center,Downtown,31.02,51.53
975,92,55,35,2024-04-10 17:34:05,2024-04-10 17:50:05,Residential Area,Stadium,9.21,20.32
976,342,88,42,2024-04-30 06:20:17,2024-04-30 07:17:17,University,Hospital,44.02,82.78
977,139,64,85,2023-10-14 16:45:20,2023-10-14 17:06:20,Hotel District,City Center,36.14,61.96
978,40,1,17,2024-08-27 02:56:43,2024-08-27 03:42:43,Train Station,Hospital,9.09,27.63
979,229,93,102,2024-09-02 03:38:25,2024-09-02 04:13:25,Suburb,Airport,7.43,22.39
980,219,94,51,2023-04-23 08:48:13,2023-04-23 08:58:13,Hospital,Train Station,10.73,21.09
981,198,46,37,2024-01-19 20:40:35,2024-01-19 21:12:35,Beach,Restaurant District,48.7,83.55
982,309,82,25,2023-04-18 08:37:52,2023-04-18 09:33:52,Residential Area,City Center,13.8,37.2
983,215,71,116,2024-02-23 10:58:35,2024-02-23 11:37:35,Beach,Park,27.74,53.86
984,118,50,11,2024-03-27 05:57:09,2024-03-27 06:47:09,Stadium,Park,29.74,59.61
985,356,96,31,2024-06-30 02:36:33,2024-06-30 02:46:33,Shopping Mall,Hospital,2.14,8.21
986,436,3,47,2024-03-09 16:51:16,2024-03-09 17:26:16,Train Station,City Center,7.29,22.19
987,467,45,98,2024-10-21 05:52:28,2024-10-21 06:51:28,Suburb,Hotel District,41.31,79.22
988,151,59,13,2024-10-10 18:13:55,2024-10-10 19:12:55,Park,City Center,45.82,85.98
989,125,27,64,2023-02-13 09:24:41,2023-02-13 10:16:41,Train Station,Airport,48.18,87.77
990,361,19,107,2024-07-23 09:37:48,2024-07-23 09:43:48,Restaurant District,Stadium,19.84,33.76
991,360,14,1,2024-01-06 08:41:29,2024-01-06 09:39:29,Business District,Suburb,9.59,31.38
992,76,47,19,2023-03-03 08:32:30,2023-03-03 08:52:30,Airport,Downtown,29.32,51.48
993,417,54,20,2024-08-17 12:25:12,2024-08-17 12:41:12,Beach,Restaurant District,8.73,19.59
994,271,90,39,2024-01-01 04:52:27,2024-01-01 05:23:27,Restaurant District,Hospital,23.31,45.21
995,331,89,60,2023-08-11 17:45:46,2023-08-11 17:57:46,Train Station,Downtown,44.3,71.95
996,17,78,97,2023-05-15 19:46:10,2023-05-15 20:23:10,Train Station,Downtown,21.03,43.3
997,217,88,42,2024-03-06 10:12:54,2024-03-06 11:02:54,Suburb,University,46.12,84.18
998,257,40,36,2023-11-26 01:47:09,2023-11-26 02:02:09,University,Airport,27.03,46.8
999,487,17,18,2023-11-08 00:02:31,2023-11-08 00:46:31,Downtown,Shopping Mall,20.83,44.74
1000,422,96,31,2024-09-26 05:45:35,2024-09-26 06:34:35,Beach,Hospital,33.33,64.75
1001,208,49,22,2023-02-12 11:09:12,2023-02-12 12:05:12,Hospital,Residential Area,22.36,50.04
1002,139,14,1,2023-03-02 10:27:25,2023-03-02 10:55:25,Business District,Hotel District,42.64,73.46
1003,15,31,37,2023-05-07 10:04:25,2023-05-07 10:43:25,Airport,Shopping Mall,30.66,58.24
1004,388,40,36,2024-03-04 12:16:21,2024-03-04 12:33:21,Residential Area,City Center,3.55,12.07
1005,138,11,73,2024-03-14 16:34:32,2024-03-14 16:41:32,Business District,Hotel District,25.22,42.08
